,content_id,post_uri,like_count,quote_count,reply_count,repost_count,post_created_at,text,tags,embedded_link_title,embedded_link_description,embedded_link_uri,author_username,author_displayname,author_account_created_at
0,bafyreidbtnx6dvek2vitvzsiq24dpzskydnkn6vnb3g2v2ot3upmgv2lee,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lktnmpjl722n,39,5,7,9,2025-03-20 21:33:59.461000+00:00,"One well-connected Trump lobbyist said he's been inundated with requests to set up DOGE meetings – most of which he declines because it’s an impossible feat.

“They all say, ‘I want to meet with the DOGE people,’ and we joke, ‘All right, just email bigballs@doge.gov,” he said.",,K Street crashes into ‘nearly un-lobbyable’ Elon Musk,"Musk poses a particular challenge for lobbyists who have had to go through the agencies, turn clients away or try unconventional tactics.",https://www.politico.com/news/2025/03/20/lobbying-tactic-elon-musk-00240745,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
1,bafyreielmil4vymnviex4fcnsnzylr52dnqii2oadkzpvgzc5orcmyw5xm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkthszd2s225,329,5,36,71,2025-03-20 19:50:08.608000+00:00,"Current and former judges are rebuking Trump’s impeachment call as unjustified and dangerous.

“It’s a really bizarre way to do business,” said one sitting federal judge. “If he thinks he can intimidate judges, it’s not going to be a successful strategy.”",,"Judges, rankled by Trump’s impeachment calls, agree: ‘It’s not a great strategy’",Current and former jurists say the president’s call to impeach judges is dangerous and unwise.,https://www.politico.com/news/2025/03/20/judges-impeachment-donald-trump-00003536,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
2,bafyreicnoihf5w4sqzc47iwajzkgjpasufquagwn5b6yoarefk3jxlkofa,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lksup7oykk2b,127,2,25,32,2025-03-20 14:07:59.978000+00:00,"Trump is serious about impeaching Judge James Boasberg, who sought to block the use of an 18th century law to whisk alleged Venezuelan gang members off to prison in El Salvador.

But that doesn’t mean it will happen, his deputy chief of staff told us.",,"Trump is serious about impeaching a federal judge. But that doesn’t mean it will happen, deputy chief of staff says.","James Blair said the president is encouraging ""public debate"" about executive power.",https://www.politico.com/news/2025/03/20/trump-impeachment-federal-judge-026694,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
3,bafyreihgjyzdpjztytuqt3me65wa5i7qfsi7rb4wihi7kghgrlgsvwvjom,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkspse2o4c2b,115,9,38,33,2025-03-20 12:40:16.510000+00:00,"Congressional appropriators, the lawmakers with jurisdiction over government funding, were once among the most powerful figures on Capitol Hill.

Those days might be over.",,"Sidelined by Trump and Musk, Hill spending leaders fight for relevance",The Appropriations process on Capitol Hill may have never been so broken.,https://www.politico.com/news/2025/03/19/congressional-appropriators-spending-relevance-00239788,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
4,bafyreigdcuenvda767ox47fkn7e4xz3tpnvngfi7aaxkoss3z32pwswr6u,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lksp7esd5k2r,332,3,25,53,2025-03-20 12:29:39.750000+00:00,Exclusive: Liberal youth groups are urging Chuck Schumer in a new letter to fight more aggressively against Trump or resign as Senate minority leader.,,4 more progressive groups pressure Schumer to 'stand up' or resign as leader,An alliance of youth groups demands he use “every tool you have” or step down.,https://www.politico.com/news/2025/03/20/sunrise-gen-z-schumer-resign-00239959,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
5,bafyreib7akz7mdkp5wur7ob4mi3otkvey5ph6zinj3ayoc5hysttkjlpmq,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lksof2zmk22r,82,1,3,36,2025-03-20 12:14:57.088000+00:00,"Column: Two longtime friends who personify professional success in Washington coincidentally became MAGA targets this week. 

Their story is a metaphor for a broader feeling that has consumed the hometown community, writes our columnist Michael Schaffer.",,They Were Raised to Serve America. MAGA Sees Them as Its Enemies.,The latest Trump targets feel like a metaphor for the capital’s travails.,https://www.politico.com/news/magazine/2025/03/20/trump-immigration-judge-voa-public-service-00239386,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
6,bafyreidnlgeanxpju4kbyfsgi2owj4mkndndtkqjur3vtawzbdwbqzndi4,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkral5kpl226,75,7,41,24,2025-03-19 22:35:08.948000+00:00,"Exclusive: Trump wants Congress to repair a significant cut to the D.C. budget, and he's prepared to work the phones — or, if needed, fire off a social media post — to get it done.",,Trump wants House to ‘get on board’ with Washington budget fix,"The president is confident Speaker Mike Johnson will put legislation on the floor to help the District of Columbia, according to a White House official.",https://www.politico.com/news/2025/03/19/trump-wants-the-dc-budget-fix-approved-and-is-willing-to-apply-pressure-if-needed-00239545,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
7,bafyreidbidib7ixpfinfc5v6mlwtrioyu6y5vwqpywmexu7p7x3epliwsu,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkqrddzrek2t,78,2,24,28,2025-03-19 18:02:21.171000+00:00,Trump administration targets UPenn over transgender athletes.,,Trump administration targets UPenn over transgender athletes,"The White House said it froze $175M, but the university said it hadn't received any further details.",https://www.politico.com/news/2025/03/19/upenn-federal-funding-transgender-athletes-00003279,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
8,bafyreiawwuqqsivqpuobul4erf4ursjcgc6uhda56uttzb66nvpymeqvmm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkqr7ud3ps2t,124,6,24,37,2025-03-19 18:00:24.036000+00:00,DOGE enters Institute of Peace amid staff resistance.,,DOGE enters Institute of Peace amid staff resistance,An Institute of Peace security official said DOGE pressured contractor to gain entry.,https://www.politico.com/news/2025/03/19/doge-institute-peace-staff-resistance-00238488,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
9,bafyreifx772k2boacebgxhm5dhta4e6pwnojbo7agvkuothfmlpxkhp3qi,at://did:plc:koc3haimsa72xvt4xqzw7u2l/app.bsky.feed.post/3lkqobkhavc2u,215,17,12,108,2025-03-19 17:07:39.569000+00:00,SCOOP: The Trump team is taking a hatchet to the State Department's annual — and world-renowned — human rights report. www.politico.com/news/2025/03...,,Trump drastically cutting back annual human rights report,Sections on women’s rights and the security of LGBTQ+ people are among those being axed.,https://www.politico.com/news/2025/03/19/trump-human-rights-report-00238581,nahaltoosi.bsky.social,Nahal Toosi,2023-07-03 19:53:01.233000+00:00
10,bafyreifvuaxvqfiygek3feqwihz4hmqipnammv7txeo66yzajwy2odhuiq,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkqo54fky22t,441,5,44,60,2025-03-19 17:05:10.615000+00:00,House Democrat puts Schumer on notice: ‘Get right’ or get out,,House Democrat puts Schumer on notice: 'Get right' or get out,"Rep. Glenn Ivey (D-Md.) said the House minority leader met the moment, but the top Senate Democrat missed the mark during the spending fight.",https://www.politico.com/news/2025/03/19/glenn-ivey-chuck-schumer-step-aside-00238529,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
11,bafyreicsn6t3ykdxmlruh6dzn3xznmgacxphj7agokrfgw7upbopyxbwwm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkqlee2o6s2t,53,3,14,19,2025-03-19 16:15:32.303000+00:00,5 ways Trump’s mass deportations are meeting resistance. And why it may not matter.,,5 ways Trump’s mass deportations are meeting resistance. And why it may not matter.,Administration efforts have been hitting turbulence on multiple fronts.,https://www.politico.com/news/2025/03/19/5-ways-trumps-mass-deportations-are-meeting-resistance-and-why-it-may-not-matter-00236641,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
12,bafyreifozwwnpnvekfa7ncn4k6g42yr2e2aky7s3v742ysl5xs72oah6wy,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkql5kih6c2t,222,8,27,42,2025-03-19 16:11:44.165000+00:00,Poll: Federal workers are dissatisfied with Musk and Trump but won’t leave willingly.,,Poll: Federal workers are dissatisfied with Musk and Trump but won’t leave willingly,Eighty percent of current federal workers polled say they aren’t actively looking for jobs.,https://www.politico.com/news/2025/03/19/doge-federal-workers-poll-trump-musk-00238342,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
13,bafyreieft6m7cb2rti3j54l5hi6c255mqdrpi2b7v2o4kbvihnb4ahnglm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkqffhrgik2t,96,6,19,39,2025-03-19 14:28:47.299000+00:00,Trump’s order to cut main street lending program earns GOP rebuke.,,Trump's order to cut main street lending program earns GOP rebuke,An executive order from the president would slash funding for a program relied on by community entrepreneurs and strongly supported by lawmakers from both parties.,https://www.politico.com/news/2025/03/19/trump-cut-cdfi-bipartisan-lending-00237599,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
14,bafyreiaulvjucuc6zcykmsalg3z4qmkbfjbuvzqcbe5vo3zhktmn2qpdli,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkqewfurkk2t,166,7,23,36,2025-03-19 14:20:21.995000+00:00,"Opinion: The DEI purge will weaken our military, writes former Air Force Secretary Frank Kendall.",,Opinion | The DEI Purge Will Weaken Our Military,Morale and recruiting will suffer while racist and sexist behavior will increase.,https://www.politico.com/news/magazine/2025/03/19/dei-pentagon-hegseth-trump-00236799,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
15,bafyreicewrrpywkrp7ulgq6yz2w7tjps3xzc3hv7ubukhvpedkp7agr2w4,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkqdy5ho6s27,92,2,13,7,2025-03-19 14:03:26.543000+00:00,A California state Dem says his push to phase out “ultra-processed food” from school lunches “predates” RFK Jr.'s Make America Healthy Again campaign.,,California Democrat takes on ‘ultra-processed food’ — and RFK Jr.,A state lawmaker says his push to revamp school lunches “predates” the national health secretary.,https://www.politico.com/news/2025/03/19/california-democrat-ultra-processed-food-rfk-jr-00237783,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
16,bafyreihyekm6iuruxfpyyfo4jsga2jkt6p6ukzg4upicswaih3a45xa4fi,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkqa5juwac2h,199,22,59,45,2025-03-19 12:54:52.366000+00:00,"Lawyers at some of the nation’s largest law firms are not just afraid of what Trump's policies might mean for their clients, but now for their own livelihoods.",,Major law firms are struggling to respond to Trump's attacks,Law firms are torn on how to handle the new Trump administration as the president targets some of their own.,https://www.politico.com/news/2025/03/19/trump-major-law-firm-sanctions-questions-00236446,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
17,bafyreib3ky63j5fwqnd2invhdhia2s7r6267exnnazmypjpaw3pg4fgtmy,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkq7fxsr722h,545,12,46,145,2025-03-19 12:41:41.668000+00:00,"The families of Tesla crash victims involving self-driving technologies urged the DOT to continue scrutinizing the company, saying they fear oversight will suffer under the Trump administration.",,‘Deeply concerned’: Crash victims' families ask DOT not to water down Tesla oversight,The families of several people killed or seriously injured in crashes involving Teslas using self-driving technologies are asking Transportation Secretary Sean Duffy not to allow Elon Musk to influenc...,https://www.politico.com/news/2025/03/19/deeply-concerned-crash-victims-families-ask-dot-not-to-water-down-tesla-oversight-00236890,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
18,bafyreiaoy2toopqt52pewipkohbxlnony2v7ka52wtifz6r3mhefdliho4,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkq7232xec2z,150,11,40,37,2025-03-19 12:35:02.428000+00:00,"Hard-right House Republicans have their eye on impeaching ""radical"" judges.

It’s quickly turning into the latest headache for Speaker Mike Johnson.",,Mike Johnson’s latest headache: The hard right’s doomed push to impeach judges,The speaker has to deal with a new Trump-driven demand just as he moves to put the GOP's policy agenda into overdrive.,https://www.politico.com/news/2025/03/19/mike-johnson-judge-impeachment-push-00236968,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
19,bafyreiglj7umuzqehu2atp2qruxp7z5tjv6ymznug7ghx46zgemti4hg2i,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkoouatfts2s,558,21,58,211,2025-03-18 22:12:47.540000+00:00,"Trump just booted the Dem members of the FTC, the latest in a string of firings at agencies designed to be insulated from the White House.

“The president just illegally fired me,” FTC Commissioner Alvaro Bedoya wrote in a post on X.",,Trump boots Democratic members at another federal regulator,"FTC Democratic Commissioners Alvaro Bedoya and Rebecca Kelly Slaughter said they were “illegally fired.""",https://www.politico.com/news/2025/03/18/trump-removes-democratic-members-federal-trade-commission-00237371,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
20,bafyreigqlgjcknpx3vgtmfpfsaou2oikbd3rzz45am3tvuhn6xlodiyexq,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkohf5msv22s,275,6,18,59,2025-03-18 19:59:04.668000+00:00,Breaking: A judge ruled Musk's effort to dismantle USAID likely violated the Constitution — but the ruling appears to let the agency’s leadership do so instead.,,"Musk effort to dismantle USAID likely violated Constitution, judge rules",The ruling Tuesday from U.S. District Judge Theodore Chuang appears to permit the Trump administration to ratify and maintain the draconian cuts.,https://www.politico.com/news/2025/03/18/musk-doge-usaid-00236634,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
21,bafyreiax4rq5wzinpcyj4clh3tv5dcof43cmrciqoz7wj43zhwekiuiv6u,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkog7mxcm22s,75,10,86,19,2025-03-18 19:38:05.673000+00:00,"Trump and Putin struck a deal on their marathon phone call today, but Putin stopped short of agreeing to a full ceasefire in Ukraine.",,"Putin, in call with Trump, agrees to partial ceasefire in Ukraine","The deal, if Ukraine agrees, would spare energy infrastructure from attacks.",https://ow.ly/tQo250Vk8kX,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
22,bafyreiftgbcwed7wvmcxnvipw57owyybg6qmzdinl3buewcslrvz3oqrxm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lko3ysxm6k2s,134,14,37,60,2025-03-18 16:35:19.657000+00:00,"The chief architect of Project 2025 was ousted last year when it became a political liability for Donald Trump. 

Now, Paul Dans says he's delighted to see Trump is implementing his agenda after all ➡️ politi.co/3RiJc7j

📷 Francis Chung / POLITICO",,null,null,null,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
23,bafyreiazyefpqbxpps6l2plbs6bwiw7ejlmddkdbvpposnhnzcwcvf66g4,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lko3otq4oc2s,326,19,51,69,2025-03-18 16:29:44.934000+00:00,"Chief Justice John Roberts, in a rare statement, is pushing back against Trump’s calls to impeach judges who rule against him ⬇️",,"John Roberts, in rare statement, hits back after Trump calls for impeaching judges","It’s the most intense public conflict between Trump and Roberts since 2018,",https://www.politico.com/news/2025/03/18/john-roberts-donald-trump-impeach-federal-judges-00235742,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
24,bafyreibpjehbh64odn4kq7677hst32om37ud2s6jzqsagfrfxbghe5aeme,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lknqs4d67c2c,74,8,48,14,2025-03-18 13:14:43.450000+00:00,"Andrew Cuomo has strengthened his frontrunner status in the New York City mayoral race, with $3 million raised on his behalf in two weeks.",,"Racing to catch up to well-funded rivals, Cuomo raises big in first mayoral filing",A super PAC supporting the ex-governor reported pulling in $1.5 million on his behalf.,https://www.politico.com/news/2025/03/18/racing-to-catch-up-to-well-funded-rivals-cuomo-raises-big-in-first-mayoral-filing-00235038,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
25,bafyreiavu3ql37cxazmqulx7br2vv6bg7jdet57grte4gxy7e5pqe6i3wy,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lknqlhsbcc2c,296,70,148,55,2025-03-18 13:11:00.596000+00:00,There are signs far from Washington that moderate Democrats are doing extremely well in districts Trump captured only a few months ago.,,Centrist Democrats are having their moment,A string of special elections and some polling show the party might be getting pulled to the middle.,https://www.politico.com/news/2025/03/18/centrist-democrats-success-00234606,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
26,bafyreieqjftrxavaieptlxmflrqevksdf6y46qgodpxb23mtjxcepsxc3e,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lknpt4xhys2r,128,7,35,58,2025-03-18 12:57:23.927000+00:00,The expanding list of targets within Trump's immigration agenda — especially immigrants married to U.S. citizens — pose a political test for the president.,,"Trump’s mass deportation plans hit riskier phase with legal immigrants, court fights","The new strategy, especially involving immigrants with green cards or American spouses, poses political test.",https://www.politico.com/news/2025/03/18/trump-deportation-plans-concerns-00234545,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
27,bafyreifxalfofbgcli5p4vlfxc4jadqqumve2ovljjpmjxrm34p2hephia,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lknpccnaqk2k,154,1,9,25,2025-03-18 12:47:59.458000+00:00,"Scandal-ridden former Rep. Matt Gaetz is gone from Congress.

But the House Ethics Committee is still reeling from its investigation into his conduct.",,How Matt Gaetz poisoned the House Ethics Committee,The panel is still reeling from accusations of leaks and breaches of confidentiality in the previous Congress.,https://www.politico.com/news/2025/03/17/house-ethics-committee-matt-gaetz-00232686,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
28,bafyreigqypjzhfjdpu7lwkrtvfoelqhwaltuxkfdw3eqgsousrhlkdhwai,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lknokw2a7226,99,21,58,23,2025-03-18 12:34:54.499000+00:00,"California Gov. Gavin Newsom is reaching out to business leaders by sending them prepaid cell phones already programmed with his digits.

“If you ever need anything, I’m a phone call away,” read one note to a tech firm’s CEO included in the package.",,"Newsom sends prepaid phones, aka 'burners', to tech CEOs",California's governor has employed an unusual outreach initiative to business leaders.,https://www.politico.com/news/2025/03/18/newsom-ceos-burner-phones-00235044,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
29,bafyreibiifn5loldr6gmol4wqqzcoosqokilh3gsxlqkeqbx3le6oygqje,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkmibtylsk2s,861,92,251,119,2025-03-18 01:09:48.162000+00:00,"Exclusive: Schumer and his aides have been talking privately with liberal groups in an apparent effort to ease tensions over his spending bill vote. 

It isn't working.  👉 politi.co/41CTowr",,null,null,null,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
30,bafyreif7kxyq7kxxkaag4fmv5jirdmsiykcgr6kpfsnxddoaan6jh73d24,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkmevagff22s,61,2,47,6,2025-03-18 00:09:03.771000+00:00,"Few national Dems can claim Schumer’s history of delivering bitter medicine when his party most needs it. 

The long and relentless arc of Schumer's political career👇",,The Long and Relentless Arc of Chuck Schumer,The Senate minority leader has a history of delivering bitter medicine when the party most needs it.,https://www.politico.com/news/magazine/2025/03/17/the-long-and-relentless-arc-of-chuck-schumer-00234603,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
31,bafyreihms4x4sdkpexo2ascwt4hfz37ezgwu6knll674uadlu7grkl4gam,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkmaw67frc2e,207,9,67,46,2025-03-17 22:58:00.023000+00:00,Trump's testing presidential power like never before — and the outcome is less certain than ever. 👉 ow.ly/r1nt50VjzLO,,null,null,null,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
32,bafyreigplpzy7ekcci6z4p3gpk5i2lz6xk6xxfrya7awrvb4qitzxyj6ru,at://did:plc:pplhblnmz7thom7ut55mxxvh/app.bsky.feed.post/3lkly4lfmdk2y,19,1,6,6,2025-03-17 20:20:31.518000+00:00,"DOGE has business leaders seeing dollar signs.

Appian CEO Matt Calkins tells me the government can save billions of dollars using ""the most powerful digital worker ever invented""  — artificial intelligence.

🎧Listen on POLITICO Tech: podcasts.apple.com/us/podcast/p...",,How a tech CEO and board game master sizes up DOGE,Podcast Episode · POLITICO Tech · 03/17/2025 · 18m,https://podcasts.apple.com/us/podcast/politico-tech/id1500970749?i=1000699473014,stevenoverly.bsky.social,Steven Overly ,2023-04-27 18:19:30.015000+00:00
33,bafyreiftfyfkgagab7twkvj4hfoucu34cr7qzshj7sxncp4f55o5lpc7qa,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lklytpyars2x,389,18,77,67,2025-03-17 20:33:28.074000+00:00,"A French politician said the U.S. no longer deserved to keep the Statue of Liberty and should return it.

The Trump admin's response: ""Absolutely not.""",,White House says it will not return the Statue of Liberty to France,A French politician said the U.S. no longer deserved the legendary monument.,https://www.politico.com/news/2025/03/17/white-house-statue-of-liberty-france-00233883,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
34,bafyreih4mbvrt5nf3275i4en7lsmqiit3udrsji5o4z53o6hq2da2itxdi,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lklnlu3y522o,58,24,88,13,2025-03-17 17:12:12.796000+00:00,Trump to meet controversial Irish fighter Conor McGregor for St. Patrick’s Day,,Trump to meet controversial Irish fighter Conor McGregor for St. Patrick’s Day,The former mixed martial arts champ — recently found civilly liable in Ireland for raping a Dublin woman — brings his anti-immigration message to the White House.,https://www.politico.eu/article/irish-fighter-conor-mcgregor-meet-donald-trump-white-house-st-patrick-day/,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
35,bafyreibauaztqshukni5fgjx25uttewqc3taumuq7by6qbkgbg4uxatmdy,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lklmmeqtps2o,74,8,28,24,2025-03-17 16:54:36.515000+00:00,"President Donald Trump escalated tensions with Iran on Monday, declaring that any additional strikes from Yemen’s Houthi militants will be seen as a direct attack from Iran and be met with “great force.”",,Trump threatens Iran over ongoing Houthi attacks,"“Any further attack or retaliation by the 'Houthis' will be met with great force,” the president said.",https://www.politico.com/news/2025/03/17/trump-iran-houthis-attacks-00232989,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
36,bafyreietlcbfxwt2jvcqbrso374ekrkdkhdgwlz53igahesfmztegkvlfy,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lklhlx7eqk2o,308,81,120,40,2025-03-17 15:24:53.602000+00:00,Schumer postpones book tour over security concerns,,Schumer postpones book tour over security concerns,Senate Minority Leader Chuck Schumer was expected to face protests at some of the events.,https://www.politico.com/news/2025/03/17/schumer-postpones-book-tour-over-security-concerns-00232634,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
37,bafyreidk46yf3oo2oyynmc4i63gryx4cwn7hl4jinhu3rae3rxs367grmu,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lklbdgpy6k2k,154,2,7,15,2025-03-17 13:32:45.434000+00:00,"Last year, the Divine Nine helped Kamala Harris raise money on short notice.

Can the Black sororities and fraternities network help New York mayoral candidate Adrienne Adams do the same?",,New York mayoral candidate eyes sorority network that boosted Kamala Harris,"After a late entry, Adrienne Adams is looking to tap into the Divine Nine — a group of historically Black sororities and fraternities.",https://www.politico.com/news/2025/03/17/divine-nine-adrienne-adams-nyc-mayoral-campaign-00232553,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
38,bafyreifu2mvzlcpnelxfiarzxzf63sujx7z2bpi7j7qf3nmyhyi2tme2ra,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lklatwr3222k,57,4,7,25,2025-03-17 13:24:05.376000+00:00,The cryptocurrency industry has begun testing its new political power by pushing for accountability from the SEC — and in some cases payback — as the regulatory landscape shifts in its favor.,,‘Italian vendetta’: SEC targeted by triumphant crypto industry,The industry's pushback reflects the hostile reality facing federal agencies and workers today — one that Trump has openly welcomed.,https://www.politico.com/news/2025/03/17/vendetta-sec-targeted-crypto-industry-00229070,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
39,bafyreieu2qsqy2ronhm67pkznp2ar3bzh5lcgd66nsjuna4yxfespyts3i,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkl7yebd622k,40,0,4,6,2025-03-17 13:08:40.016000+00:00,"In the face of a looming survival deadline, TikTok has launched an old-school ad campaign to sway Washington.

But it’s unclear who the new strategy’s target is.",,TikTok tries to sway DC with ad blitz,The app is making a case for its value — and survival. But who’s the audience?,https://www.politico.com/news/2025/03/17/tiktok-tries-to-sway-dc-with-ad-blitz-00231498,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
40,bafyreiad4uvo242zbgri7ei3ntonenf37wcd2f4puf3krl6pic6at67ifu,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkl6tgxmuk2k,111,11,54,13,2025-03-17 12:48:01.330000+00:00,Senate Democrats are bracing for a painful post-mortem as they try to avoid a September rerun of their latest government funding defeat.,,‘Full of despair’: Senate Dems look to regroup after losing shutdown fight,Democrats are openly questioning whether they lost their last point of leverage by ceding to Republicans in the latest skirmish over funding the government.,https://www.politico.com/news/2025/03/17/senate-democrats-regroup-losing-shutdown-fight-00232481,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
41,bafyreifsnkenx2i2bns7c6loyo4ag6ecerjpn6kjvoxkmhvsaaxxet2zae,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkeotcqrt22v,143,17,72,45,2025-03-14 22:45:38.604000+00:00,Breaking: The Senate voted 54-46 to pass a seven-month funding patch — a major victory for Trump that also caused a deep rift in the Democratic Party. ow.ly/VXN750VirXS,,null,null,null,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
42,bafyreicuqpbonja2medrd2npdhlkambgstzexg2myrvmujqinlnkqhhyfm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkekwaklq22t,90,36,128,26,2025-03-14 21:35:41.995000+00:00,"Breaking: Ten Senate Democrats joined with Republicans to back a seven-month government funding bill, taking a key step toward averting a midnight shutdown. ow.ly/vUct1062vaS",,null,null,null,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
43,bafyreicxmgqrqpshn3wv6hawcvpmm76kfjkau7f4k7ctwcijvyuelpwvwi,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkeisdcqfs2d,777,121,174,433,2025-03-14 20:57:43.195000+00:00,"Trump called to imprison his opponents in a speech at the DOJ today, labeling his courtroom opponents “scum,” judges “corrupt” and the prosecutors who investigated him “deranged.""",,Trump calls for imprisoning his opponents in bellicose speech at Justice Department,"He labeled his courtroom opponents “scum,” judges “corrupt” and the prosecutors who investigated him “deranged.”",https://www.politico.com/news/2025/03/14/trump-doj-speech-prison-opponents-00231438,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
44,bafyreicaai237stcslehn34pye5vhoyalip6bmbwhvxi2cy2snhmmk5pcy,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lkei4wmz3c2v,79,28,85,26,2025-03-14 20:45:45.257000+00:00,Breaking: Senate leaders have struck a deal to pave the way for passage of the House GOP's seven-month spending bill and avoid a government shutdown.,,Senate moves ahead on shutdown votes,Democrats agreed to speed up consideration of the bill to allow a vote on Friday in exchange for votes on four amendments.,https://www.politico.com/news/2025/03/14/senate-moves-ahead-on-shutdown-votes-00231437,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
