POST_CREATE_UPDATE,1,USE ROLE USERADMIN;,FULL,TRUE
POST_CREATE_UPDATE,2,CREATE ROLE IF NOT EXISTS <full-access-role-name>;,FULL,TRUE
POST_CREATE_UPDATE,3,GRANT ROLE <full-access-role-name> TO ROLE <environment-sysadmin-role-name>;,FULL,TRUE
POST_CREATE_UPDATE,4,USE ROLE SECURITYADMIN;,FULL,TRUE
POST_CREATE_UPDATE,5,GRANT USAGE ON DATABASE SHERLOCKWINGS_EDW_DB TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,6,GRANT USAGE ON SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,7,GRANT CREATE TABLE ON SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,8,GRANT CREATE VIEW ON SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,9,GRANT CREATE SEQUENCE ON SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,10,GRANT CREATE STAGE ON SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,11,GRANT CREATE FILE FORMAT ON SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,12,GRANT CREATE STREAM ON SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,13,GRANT CREATE PROCEDURE ON SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,14,GRANT CREATE FUNCTION ON SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,15,GRANT CREATE TASK ON SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,16,GRANT OWNERSHIP ON ALL TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,17,GRANT OWNERSHIP ON FUTURE TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,18,GRANT CREATE TABLE ON SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,19,GRANT SELECT ON ALL TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,20,GRANT SELECT ON FUTURE TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,21,GRANT INSERT ON ALL TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,22,GRANT UPDATE ON ALL TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,23,GRANT DELETE ON ALL TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,24,GRANT REFERENCES ON ALL TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,25,GRANT INSERT ON FUTURE TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,26,GRANT UPDATE ON FUTURE TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,27,GRANT DELETE ON FUTURE TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,28,GRANT REFERENCES ON FUTURE TABLES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,29,GRANT OWNERSHIP ON ALL VIEWS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,30,GRANT OWNERSHIP ON FUTURE VIEWS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,31,GRANT SELECT ON ALL VIEWS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,32,GRANT SELECT ON FUTURE VIEWS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,33,GRANT OWNERSHIP ON ALL SEQUENCES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,34,GRANT OWNERSHIP ON FUTURE SEQUENCES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,35,GRANT USAGE ON ALL SEQUENCES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,36,GRANT USAGE ON FUTURE SEQUENCES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,37,GRANT OWNERSHIP ON ALL STAGES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,38,GRANT OWNERSHIP ON FUTURE STAGES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,39,GRANT USAGE ON ALL STAGES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,40,GRANT READ ON ALL STAGES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,41,GRANT USAGE ON FUTURE STAGES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,42,GRANT READ ON FUTURE STAGES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,43,GRANT WRITE ON FUTURE STAGES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,44,GRANT WRITE ON ALL STAGES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,45,GRANT OWNERSHIP ON ALL FILE FORMATS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,46,GRANT OWNERSHIP ON FUTURE FILE FORMATS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,47,GRANT USAGE ON ALL FILE FORMATS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,48,GRANT USAGE ON FUTURE FILE FORMATS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,49,GRANT OWNERSHIP ON ALL STREAMS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,50,GRANT OWNERSHIP ON FUTURE STREAMS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,51,GRANT SELECT ON ALL STREAMS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,52,GRANT SELECT ON FUTURE STREAMS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,53,GRANT OWNERSHIP ON ALL PROCEDURES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,54,GRANT OWNERSHIP ON FUTURE PROCEDURES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
